learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.073653741,8.261933844536542E-11,10000.0,72.85000000000001,43.38546652585949,44.3419434194342,36.37215842512304,10000.0,4336.0
20000.0,0.101772853,1.1416128593600458E-10,20000.0,73.535,44.64342227269236,45.989795918367335,37.7660199882422,20000.0,4336.0
30000.0,0.123838972,1.3891343197888798E-10,30000.0,73.61,44.66953354164047,45.870367838096534,37.690854714308195,30000.0,4336.0
40000.0,0.144754036,1.6237440935439533E-10,40000.0,73.86,45.20638912787439,46.511152036013925,38.36359349210093,40000.0,4336.0
50000.0,0.16572302,1.858958702120516E-10,50000.0,73.72800000000001,44.95452727692246,46.40117512648933,38.17771084337351,50000.0,4336.0
60000.0,0.186844431,2.0958831244458756E-10,60000.0,73.76833333333333,44.95336477323123,46.46780721744159,38.086621297352586,60000.0,4336.0
70000.0,0.202686818,2.2735913461281196E-10,70000.0,73.77857142857142,44.99092053276336,46.46659083617698,38.15075647808065,70000.0,4336.0
80000.0,0.215488949,2.4171962166412013E-10,80000.0,73.72125,44.88580441179241,46.22723552281565,38.147635999882326,80000.0,4336.0
90000.0,0.228096667,2.558620305400756E-10,90000.0,73.70666666666666,44.86426571979337,46.09567198177676,38.13333333333333,90000.0,4336.0
100000.0,0.242622257,2.7215576688034673E-10,100000.0,73.744,44.91282218076151,46.16914402870323,38.1352937018449,100000.0,4336.0
110000.0,0.257469016,2.888097669349777E-10,110000.0,73.7009090909091,44.79201634044867,45.98364328926731,37.93258812675664,110000.0,4336.0
120000.0,0.271326267,3.0435380984097727E-10,120000.0,73.72999999999999,44.82029379434271,46.135839384878246,37.926553116077564,120000.0,4336.0
130000.0,0.285080809,3.197826413603293E-10,130000.0,73.74230769230769,44.82224289491023,46.143165933008326,37.89797329258087,130000.0,4336.0
140000.0,0.298467531,3.3479887951165443E-10,140000.0,73.73214285714286,44.81012655600867,46.12747755006373,37.90628957365978,140000.0,4336.0
150000.0,0.310449056,3.482388712300195E-10,150000.0,73.678,44.695126399265504,46.048208575879315,37.80833569605896,150000.0,4336.0
160000.0,0.324612569,3.641264562764102E-10,160000.0,73.63437499999999,44.600990712164354,45.92567905349107,37.69753359917294,160000.0,4336.0
170000.0,0.336602189,3.775755283691817E-10,170000.0,73.62470588235294,44.57911590007064,45.88311970454051,37.686919784312614,170000.0,4336.0
180000.0,0.348488767,3.9090901554044756E-10,180000.0,73.65333333333334,44.638829816651054,45.9795646379387,37.756427924558025,180000.0,4336.0
190000.0,0.360619961,4.0451689491255423E-10,190000.0,73.67263157894737,44.68165216852283,46.07199456644781,37.850833053785074,190000.0,4336.0
200000.0,0.372490641,4.17832548879087E-10,200000.0,73.68050000000001,44.69561247620016,46.04725055091478,37.87369141616214,200000.0,4336.0
210000.0,0.384305569,4.310856643608875E-10,210000.0,73.69190476190475,44.70021139059127,46.07628789505534,37.849300274490375,210000.0,4336.0
220000.0,0.396123808,4.4434249387847057E-10,220000.0,73.6909090909091,44.69150569281191,46.06381392574923,37.82227569611551,220000.0,4336.0
230000.0,0.407922492,4.575773880382379E-10,230000.0,73.67304347826087,44.65715640043716,45.99791311792667,37.790106333795656,230000.0,4336.0
240000.0,0.4197353,4.708281254602803E-10,240000.0,73.66083333333333,44.631327962046804,46.00278468253765,37.75331350808436,240000.0,4336.0
250000.0,0.431688637,4.842364979576734E-10,250000.0,73.6876,44.6805866305828,46.084241068135434,37.80985875545975,250000.0,4336.0
260000.0,0.443478181,4.974611395390497E-10,260000.0,73.68038461538463,44.66564104297187,46.0701873290829,37.79000000000002,260000.0,4336.0
270000.0,0.455354485,5.107831020942993E-10,270000.0,73.68703703703704,44.67939804594413,46.100038692350296,37.8243556644642,270000.0,4336.0
