learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.054071068,6.065293909774887E-11,10000.0,73.6,44.050575566988066,45.72368421052632,36.73616103522646,10000.0,4336.0
20000.0,0.080858927,9.070158508502775E-11,20000.0,73.77,44.534760190548376,46.01769911504425,37.27131412172666,20000.0,4336.0
30000.0,0.102445065,1.1491532381623984E-10,30000.0,73.72333333333333,44.618501919446985,46.293772993595844,37.5455553794961,30000.0,4336.0
40000.0,0.123208396,1.382060982949204E-10,40000.0,73.9525,45.12297780556537,46.87977974915876,38.089013013250934,40000.0,4336.0
50000.0,0.143631248,1.6111494852436914E-10,50000.0,74.022,45.19960449817509,46.66584544633324,37.982238349885414,50000.0,4336.0
60000.0,0.163528518,1.8343423960109553E-10,60000.0,73.92,45.05826060363427,46.626645746640285,37.93431699190861,60000.0,4336.0
70000.0,0.178372711,2.000853613060382E-10,70000.0,73.95285714285714,45.13828422645742,46.569963369963375,38.08408041293128,70000.0,4336.0
80000.0,0.191085789,2.1434595526506505E-10,80000.0,73.90375,45.06611468211773,46.44451285208559,38.05779729408973,80000.0,4336.0
90000.0,0.204080084,2.2892199772927498E-10,90000.0,73.93555555555555,45.08518748663298,46.51862660161415,37.992651529169194,90000.0,4336.0
100000.0,0.217021325,2.434385281263126E-10,100000.0,73.92,45.04887231720951,46.542040749395305,38.00808176848109,100000.0,4336.0
110000.0,0.23002717,2.580275265292989E-10,110000.0,73.94636363636363,45.06774276859852,46.68688146439466,37.970217739491794,110000.0,4336.0
120000.0,0.243201258,2.7280524753034113E-10,120000.0,73.9325,45.00298252582951,46.654956598850596,37.89015963783655,120000.0,4336.0
130000.0,0.256009725,2.871728418394923E-10,130000.0,73.94384615384615,45.02867562210309,46.6407271467053,37.92288238096982,130000.0,4336.0
140000.0,0.269258731,3.0203460033155147E-10,140000.0,73.89428571428572,44.974422484006226,46.55396809148473,37.983812125634195,140000.0,4336.0
150000.0,0.282650388,3.170563742021719E-10,150000.0,73.89866666666667,44.96897982972497,46.513661202185794,37.96621985613336,150000.0,4336.0
160000.0,0.294937056,3.3083865284919736E-10,160000.0,73.904375,44.99241853855239,46.54384370158885,38.01882311026661,160000.0,4336.0
170000.0,0.307169208,3.4455977946519847E-10,170000.0,73.92294117647059,44.99704654647819,46.51053355534642,37.96736818538005,170000.0,4336.0
