learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.302545345,1.385982088656682E-8,10000.0,81.36,61.63061488298223,61.91254597466285,56.29542790152403,10000.0,177080.0,53.0,42.0,42.0,3.0,0.0,0.0,1.0
20000.0,0.398672341,1.886726605580706E-8,20000.0,84.44,67.95899542143106,68.11802069460097,63.39684780051754,20000.0,201360.0,63.0,47.0,47.0,3.0,0.0,0.0,1.0
30000.0,0.466802794,2.2712422647006395E-8,30000.0,85.66333333333334,70.52222042015507,70.57133082449538,66.3036665622062,30000.0,218160.0,73.0,52.0,52.0,4.0,0.0,0.0,1.0
40000.0,0.55329915,2.889429077496338E-8,40000.0,86.6225,72.5114431199548,72.57866147381368,68.54388336958439,40000.0,276264.0,101.0,69.0,69.0,4.0,0.0,0.0,1.0
50000.0,0.605879323,3.290388085426349E-8,50000.0,87.262,73.82444062767973,73.79228047074314,69.99717354437534,50000.0,294768.0,103.0,70.0,70.0,4.0,0.0,0.0,1.0
60000.0,0.663646944,3.7710040051305875E-8,60000.0,87.59333333333333,74.50893833085179,74.46574966555758,70.76772040054978,60000.0,321600.0,115.0,76.0,76.0,5.0,0.0,0.0,1.0
70000.0,0.710966438,4.1828599561173474E-8,70000.0,88.01,75.36016542468022,75.31107515811148,71.71026021302413,70000.0,336440.0,121.0,79.0,79.0,5.0,0.0,0.0,1.0
80000.0,0.759619852,4.651678282582719E-8,80000.0,88.34375,76.04769048922743,75.95161955848978,72.45850316025754,80000.0,372472.0,136.0,88.0,88.0,5.0,0.0,0.0,1.0
90000.0,0.810657361,5.1913081599811306E-8,90000.0,88.60222222222222,76.58352985291774,76.447087456662,73.08459277917717,90000.0,408704.0,152.0,96.0,96.0,5.0,0.0,0.0,1.0
100000.0,0.858761324,5.7333221813266484E-8,100000.0,88.885,77.16067640983486,77.01945541381521,73.73582230623819,100000.0,435544.0,166.0,103.0,103.0,5.0,0.0,0.0,1.0
110000.0,0.900619069,6.214910276761487E-8,110000.0,89.18818181818182,77.77481637555431,77.68039786056114,74.41595319020782,110000.0,444736.0,168.0,104.0,104.0,5.0,0.0,0.0,1.0
120000.0,0.949315002,6.812090353101287E-8,120000.0,89.39333333333333,78.19615290624093,78.11290905026397,74.89447315475957,120000.0,474040.0,182.0,111.0,111.0,5.0,0.0,0.0,1.0
130000.0,0.984082087,7.251190602487162E-8,130000.0,89.66846153846154,78.75032859873703,78.67655230444377,75.5056261740193,130000.0,488200.0,188.0,114.0,114.0,5.0,0.0,0.0,1.0
140000.0,1.02562824,7.798892479055046E-8,140000.0,89.87428571428572,79.17078152461957,79.10870077811838,75.98834648870219,140000.0,509584.0,200.0,120.0,120.0,6.0,0.0,0.0,1.0
150000.0,1.065963006,8.364725051687826E-8,150000.0,90.03933333333333,79.51028230580269,79.45943716575702,76.3741302972802,150000.0,542264.0,214.0,127.0,127.0,6.0,0.0,0.0,1.0
160000.0,1.097060686,8.808737817257646E-8,160000.0,90.18,79.80125304608244,79.73769392466117,76.70777988614802,160000.0,551912.0,218.0,129.0,129.0,6.0,0.0,0.0,1.0
170000.0,1.137205588,9.411430015489462E-8,170000.0,90.30941176470589,80.06870337829967,80.0327252893764,77.00767620376831,170000.0,580320.0,229.0,136.0,136.0,6.0,0.0,0.0,1.0
180000.0,1.179854323,1.0066417184590055E-7,180000.0,90.43777777777777,80.33516671373118,80.29807009912776,77.31562022246823,180000.0,593648.0,235.0,139.0,139.0,6.0,0.0,0.0,1.0
190000.0,1.223410476,1.0784703110968904E-7,190000.0,90.55368421052631,80.57749573279246,80.54227512711269,77.59580576707029,190000.0,637456.0,254.0,153.0,153.0,6.0,0.0,0.0,1.0
200000.0,1.25734327,1.1375098719427572E-7,200000.0,90.6655,80.80740118818494,80.77283541201066,77.85882018074433,200000.0,672552.0,263.0,159.0,159.0,6.0,0.0,0.0,1.0
210000.0,1.293879499,1.2033944904245646E-7,210000.0,90.77,81.02147796862018,80.99314564763333,78.09558250177987,210000.0,697048.0,274.0,166.0,166.0,6.0,0.0,0.0,1.0
220000.0,1.330597104,1.2714292017318932E-7,220000.0,90.89772727272727,81.28015578239041,81.24947329981178,78.38009997516814,220000.0,716240.0,280.0,169.0,169.0,6.0,0.0,0.0,1.0
230000.0,1.365177175,1.337093459056132E-7,230000.0,91.00217391304348,81.49162799513392,81.44828018968563,78.61004020630278,230000.0,734016.0,285.0,173.0,173.0,6.0,0.0,0.0,1.0
240000.0,1.402009668,1.411159587997157E-7,240000.0,91.10541666666667,81.70646875825467,81.66317344694887,78.85786726619062,240000.0,777304.0,301.0,184.0,184.0,6.0,0.0,0.0,1.0
250000.0,1.438251363,1.4859278382399642E-7,250000.0,91.2136,81.93344004935396,81.90102664667204,79.12493110067852,250000.0,797464.0,312.0,191.0,191.0,6.0,0.0,0.0,1.0
260000.0,1.477910049,1.5743141847348674E-7,260000.0,91.31884615384615,82.152026713239,82.12481191098439,79.37892851922234,260000.0,861488.0,331.0,205.0,205.0,6.0,0.0,0.0,1.0
270000.0,1.513870308,1.6558511461546237E-7,270000.0,91.40925925925926,82.3411835580279,82.31643629876416,79.59569657890337,270000.0,876464.0,336.0,209.0,209.0,6.0,0.0,0.0,1.0
280000.0,1.559798554,1.759867088228444E-7,280000.0,91.4775,82.48568133071863,82.45857775033447,79.76803140393567,280000.0,875432.0,338.0,210.0,210.0,6.0,0.0,0.0,1.0
290000.0,1.610085001,1.8776809804716878E-7,290000.0,91.55965517241378,82.65390558446391,82.64005617140789,79.95545109857262,290000.0,905624.0,351.0,218.0,218.0,6.0,0.0,0.0,1.0
300000.0,1.660123194,1.9970351800822556E-7,300000.0,91.622,82.78689686595374,82.77124290532204,80.11959565279295,300000.0,922016.0,353.0,219.0,219.0,6.0,0.0,0.0,1.0
310000.0,1.706492143,2.1118559122989583E-7,310000.0,91.70354838709677,82.95626877235081,82.93998248825918,80.31563559549049,310000.0,957184.0,369.0,230.0,230.0,6.0,0.0,0.0,1.0
320000.0,1.745830481,2.2114995464721495E-7,320000.0,91.7853125,83.12653055198153,83.1196018622572,80.51645802296193,320000.0,979120.0,380.0,237.0,237.0,6.0,0.0,0.0,1.0
330000.0,1.791198876,2.3331448119219193E-7,330000.0,91.8469696969697,83.2518344753422,83.25637259782933,80.65195817572523,330000.0,1036440.0,405.0,254.0,254.0,6.0,0.0,0.0,1.0
340000.0,1.833110731,2.450828081658587E-7,340000.0,91.92294117647059,83.40744798103226,83.41326117681166,80.82610699174731,340000.0,1085376.0,416.0,261.0,261.0,6.0,0.0,0.0,1.0
350000.0,1.871989108,2.562160589123311E-7,350000.0,91.99371428571429,83.55679296486696,83.560470505412,81.00705576152747,350000.0,1106920.0,422.0,264.0,264.0,6.0,0.0,0.0,1.0
360000.0,1.912413248,2.679558498100647E-7,360000.0,92.05194444444444,83.67906075517539,83.68365228895325,81.15557370355248,360000.0,1122592.0,442.0,277.0,277.0,6.0,0.0,0.0,1.0
370000.0,1.953194567,2.802302393602601E-7,370000.0,92.1072972972973,83.7912650614067,83.7942075793142,81.27964819610759,370000.0,1163432.0,448.0,280.0,280.0,6.0,0.0,0.0,1.0
380000.0,1.998409289,2.945373601255587E-7,380000.0,92.15631578947368,83.894042446774,83.89752676902464,81.40158865850083,380000.0,1223136.0,473.0,300.0,300.0,6.0,0.0,0.0,1.0
390000.0,2.042055922,3.087507225499882E-7,390000.0,92.2102564102564,84.00588133017848,84.01010552909287,81.5314658107188,390000.0,1258776.0,477.0,302.0,302.0,6.0,0.0,0.0,1.0
400000.0,2.080635945,3.2143089644832544E-7,400000.0,92.27875,84.14507936760894,84.14307937958546,81.68583965844401,400000.0,1270472.0,481.0,304.0,304.0,6.0,0.0,0.0,1.0
410000.0,2.126537204,3.3699585818413445E-7,410000.0,92.32707317073171,84.24600300729627,84.24773798138311,81.80361625579863,410000.0,1310768.0,497.0,315.0,315.0,7.0,0.0,0.0,1.0
420000.0,2.170070861,3.520550255625116E-7,420000.0,92.38190476190476,84.35869321477205,84.36611322303551,81.93000389683002,420000.0,1337144.0,509.0,321.0,321.0,7.0,0.0,0.0,1.0
430000.0,2.210680275,3.662466924284358E-7,430000.0,92.44116279069767,84.47976998039432,84.48862524636948,82.06740928325912,430000.0,1350856.0,513.0,323.0,323.0,7.0,0.0,0.0,1.0
440000.0,2.252497087,3.809966993880976E-7,440000.0,92.50159090909091,84.60215479311695,84.60723799926286,82.2022149457592,440000.0,1363464.0,517.0,325.0,325.0,7.0,0.0,0.0,1.0
450000.0,2.296343823,3.966752454947474E-7,450000.0,92.56311111111111,84.72791193166307,84.72729927940014,82.34533839068574,450000.0,1382200.0,525.0,329.0,329.0,7.0,0.0,0.0,1.0
460000.0,2.341957881,4.1321344407435925E-7,460000.0,92.61173913043478,84.82939993954749,84.82923628377442,82.46653081228878,460000.0,1401496.0,539.0,336.0,336.0,7.0,0.0,0.0,1.0
