learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.060860412,6.826872482895852E-11,10000.0,73.13,43.29549769206133,44.71193415637859,36.387310606060595,10000.0,4336.0
20000.0,0.096466158,1.0820862658321858E-10,20000.0,73.715,44.70327305081983,46.241947029348594,37.970501474926245,20000.0,4336.0
30000.0,0.118454046,1.3287301885584992E-10,30000.0,73.79,44.71080792254816,46.162273194111606,37.743467933491694,30000.0,4336.0
40000.0,0.139398265,1.5636670016166238E-10,40000.0,73.825,44.72138601805862,46.395658406717175,37.64145324597973,40000.0,4336.0
50000.0,0.16109402,1.8070339916480913E-10,50000.0,73.866,44.796426219912874,46.82374964391812,37.669337912612086,50000.0,4336.0
60000.0,0.181330425,2.034031068906188E-10,60000.0,73.85000000000001,44.782510827050444,46.65805398789693,37.69359065999524,60000.0,4336.0
70000.0,0.196487011,2.2040464803990392E-10,70000.0,73.89285714285714,44.88358838251565,46.76202406269117,37.825332562174665,70000.0,4336.0
80000.0,0.209457746,2.3495426263246275E-10,80000.0,73.77375,44.593053393351326,46.40183931536596,37.39444394712501,80000.0,4336.0
90000.0,0.222382461,2.494522553806504E-10,90000.0,73.81,44.69324871241266,46.51220840519197,37.51888667992048,90000.0,4336.0
100000.0,0.235330069,2.639759278090464E-10,100000.0,73.81299999999999,44.735157405764895,46.464274762342825,37.68709101725163,100000.0,4336.0
110000.0,0.248507917,2.7875786650098036E-10,110000.0,73.74454545454545,44.63903465975864,46.37266734750718,37.69066471057797,110000.0,4336.0
120000.0,0.261180416,2.929729419284397E-10,120000.0,73.75083333333333,44.63518738931717,46.322552060256974,37.65907336671482,120000.0,4336.0
130000.0,0.273820391,3.0715153432968595E-10,130000.0,73.73538461538462,44.57304708275102,46.276453465502314,37.52927400468384,130000.0,4336.0
140000.0,0.287096367,3.220435457800826E-10,140000.0,73.69142857142857,44.502844585241974,46.225161695355744,37.48599748803423,140000.0,4336.0
150000.0,0.299174298,3.355916786442201E-10,150000.0,73.67266666666666,44.46296155125239,46.18655038495604,37.446936577330035,150000.0,4336.0
160000.0,0.311117834,3.489890571021372E-10,160000.0,73.6575,44.426140387156266,46.16219806609015,37.39900190114067,160000.0,4336.0
170000.0,0.323003687,3.6232173102183477E-10,170000.0,73.62941176470589,44.36967182951069,46.12944314931867,37.32787183179322,170000.0,4336.0
180000.0,0.334912829,3.7568052882535594E-10,180000.0,73.68166666666667,44.44883595668438,46.18416867360385,37.3555314590992,180000.0,4336.0
190000.0,0.347023213,3.892650650731392E-10,190000.0,73.62526315789474,44.36323454306248,46.069157007716406,37.339635381498994,190000.0,4336.0
200000.0,0.358964419,4.02659829908775E-10,200000.0,73.60799999999999,44.31955427808262,45.989419721883976,37.28509475435156,200000.0,4336.0
210000.0,0.370951024,4.161055199967491E-10,210000.0,73.59142857142858,44.28225290523863,45.97948588071419,37.23204382370917,210000.0,4336.0
220000.0,0.38298252,4.296015655001005E-10,220000.0,73.5890909090909,44.282733861274906,45.921596366479264,37.24253388777879,220000.0,4336.0
230000.0,0.395084764,4.4317697089579376E-10,230000.0,73.56173913043477,44.237003542864954,45.894098071841036,37.225267635004684,230000.0,4336.0
240000.0,0.407044824,4.5659288475910826E-10,240000.0,73.57708333333333,44.27079416036893,45.883788604149075,37.263805623157445,240000.0,4336.0
250000.0,0.419097511,4.701127007645038E-10,250000.0,73.5496,44.208492285540366,45.832548309673406,37.18497971901095,250000.0,4336.0
260000.0,0.431064742,4.835366585271226E-10,260000.0,73.5576923076923,44.21338056669939,45.84354100530144,37.175023530809376,260000.0,4336.0
270000.0,0.443332815,4.972980786735813E-10,270000.0,73.57037037037037,44.2621719836596,45.87953342333188,37.27641097311219,270000.0,4336.0
280000.0,0.455349506,5.107775170190467E-10,280000.0,73.55892857142857,44.254985699321644,45.86778974460213,37.29885836241065,280000.0,4336.0
