learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.055343142,6.207985796034336E-11,10000.0,74.0,45.08742609770764,46.43592913061393,37.81392011480507,10000.0,4336.0
20000.0,0.08321496,9.334440926710765E-11,20000.0,73.91,44.90971522662003,46.52044685866557,37.606122204950374,20000.0,4336.0
30000.0,0.10539763,1.182272936320967E-10,30000.0,74.00999999999999,45.123071324992424,46.79994541484716,37.9762946464084,30000.0,4336.0
40000.0,0.126800039,1.422349387117558E-10,40000.0,73.94,44.92207181185396,46.425450994500686,37.774594078318984,40000.0,4336.0
50000.0,0.147996688,1.6601177738772498E-10,50000.0,73.86399999999999,44.792846775190824,46.33264887063654,37.706168366860524,50000.0,4336.0
60000.0,0.168609693,1.8913392723848423E-10,60000.0,73.795,44.69111508007318,46.20753361387663,37.725760456273754,60000.0,4336.0
70000.0,0.183517901,2.058568562525842E-10,70000.0,73.79,44.712509665118944,46.13961953968999,37.758252196627886,70000.0,4336.0
80000.0,0.196307782,2.2020360215670533E-10,80000.0,73.78375,44.71936986323219,46.15957282949121,37.80617994187772,80000.0,4336.0
90000.0,0.209068014,2.3451708999772866E-10,90000.0,73.75333333333333,44.61968591608078,46.01672836966955,37.626742712294046,90000.0,4336.0
100000.0,0.221929912,2.4894461926486755E-10,100000.0,73.722,44.543645339679166,45.936715631815005,37.56711808030411,100000.0,4336.0
110000.0,0.235571481,2.6424672599881887E-10,110000.0,73.72727272727273,44.58003913834691,45.99846777659437,37.64698267492287,110000.0,4336.0
120000.0,0.248372881,2.78606393068201E-10,120000.0,73.71333333333332,44.55393658239606,45.95205866730633,37.611993433674165,120000.0,4336.0
130000.0,0.261182587,2.929753771962391E-10,130000.0,73.73692307692308,44.62443477862671,46.04614412136536,37.71753803495203,130000.0,4336.0
140000.0,0.274135674,3.075051955630382E-10,140000.0,73.74428571428572,44.63997367573153,46.101849000718495,37.73735115266697,140000.0,4336.0
150000.0,0.286241257,3.2108434640285046E-10,150000.0,73.746,44.66495603644879,46.10436710506508,37.779849272431385,150000.0,4336.0
160000.0,0.29834666,3.346632953319285E-10,160000.0,73.71,44.594847942032764,46.039280079021964,37.68665560559374,160000.0,4336.0
170000.0,0.31033655,3.481126702908013E-10,170000.0,73.70705882352941,44.61298708310578,46.02538248825668,37.738713766349555,170000.0,4336.0
180000.0,0.322991703,3.623082882538438E-10,180000.0,73.70722222222223,44.62014472786283,46.08637207659798,37.76038926880589,180000.0,4336.0
190000.0,0.335371168,3.761946597364214E-10,190000.0,73.68736842105264,44.57987361697027,46.03585807886188,37.71847865356107,190000.0,4336.0
