learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.05385746,6.041332938604885E-11,10000.0,73.21,43.46543583527444,45.259501430322835,36.00095556617295,10000.0,4336.0
20000.0,0.08080614,9.064237251877786E-11,20000.0,73.53,43.89992959727281,45.17966242104172,36.66706543844957,20000.0,4336.0
30000.0,0.103140149,1.1569501782043114E-10,30000.0,73.56333333333333,44.15534219248873,45.25058677343643,37.24481721791423,30000.0,4336.0
40000.0,0.124406935,1.3955053101397225E-10,40000.0,73.705,44.38272487987643,45.9173179761415,37.4114846771794,40000.0,4336.0
50000.0,0.145626958,1.6335358892050056E-10,50000.0,73.79,44.60413670555721,46.15194970620865,37.619002284843866,50000.0,4336.0
60000.0,0.16781617,1.8824381161895063E-10,60000.0,73.66166666666668,44.37782430897938,45.90422072365043,37.45101919651693,60000.0,4336.0
70000.0,0.183553574,2.058968715949191E-10,70000.0,73.74000000000001,44.59630583113371,46.19167496048242,37.73878878200787,70000.0,4336.0
80000.0,0.203580645,2.2836176386723915E-10,80000.0,73.74125000000001,44.64724571353232,46.29426051386937,37.84911242603551,80000.0,4336.0
90000.0,0.220397218,2.472253560937113E-10,90000.0,73.76333333333334,44.647571173960955,46.32067107686013,37.75569380008435,90000.0,4336.0
100000.0,0.238796774,2.6786462198528977E-10,100000.0,73.85000000000001,44.800191181234304,46.3688754896532,37.84464727134437,100000.0,4336.0
110000.0,0.254925928,2.8595711823966764E-10,110000.0,73.81545454545456,44.774052266014166,46.33714647687895,37.8844080224283,110000.0,4336.0
120000.0,0.268323271,3.009852702460355E-10,120000.0,73.84166666666667,44.8471985691781,46.35471852889908,37.9595224918966,120000.0,4336.0
130000.0,0.281267252,3.1550487417313785E-10,130000.0,73.82923076923078,44.813539603206266,46.39418910614966,37.89565915811763,130000.0,4336.0
140000.0,0.29499202,3.309003074136045E-10,140000.0,73.86428571428571,44.880653195330304,46.47532950073873,37.94413445720198,140000.0,4336.0
150000.0,0.307855931,3.4533009471578725E-10,150000.0,73.90066666666667,44.98935617976962,46.56958414652455,38.089665533328066,150000.0,4336.0
160000.0,0.320253426,3.5923669092357154E-10,160000.0,73.880625,44.927874196641525,46.48765621798812,37.97162110012764,160000.0,4336.0
170000.0,0.332899747,3.734224017999238E-10,170000.0,73.85470588235295,44.87169462960416,46.39708631314899,37.93011953971623,170000.0,4336.0
180000.0,0.345277486,3.873068371829059E-10,180000.0,73.835,44.84418201197528,46.367932585549156,37.92653513107428,180000.0,4336.0
190000.0,0.357738015,4.012841402863462E-10,190000.0,73.8621052631579,44.90346436281237,46.43007389029718,38.00696550949333,190000.0,4336.0
200000.0,0.370041891,4.1508572159955893E-10,200000.0,73.842,44.85549667554278,46.37501409403539,37.942896456828336,200000.0,4336.0
210000.0,0.382456067,4.2901102932376986E-10,210000.0,73.85380952380952,44.87922948337022,46.398727010035536,37.971508941583146,210000.0,4336.0
220000.0,0.394418849,4.4242999652607567E-10,220000.0,73.85818181818182,44.88570671993584,46.42421306603818,37.9636920620881,220000.0,4336.0
230000.0,0.406388576,4.558567541175418E-10,230000.0,73.86478260869566,44.89600148932686,46.40984951144712,37.96978515262214,230000.0,4336.0
240000.0,0.4183421,4.692653363777531E-10,240000.0,73.88375,44.94557601690734,46.42637355123254,38.03483865865233,240000.0,4336.0
250000.0,0.430318185,4.826992259050409E-10,250000.0,73.8576,44.89742531244524,46.35035297980628,38.00417378106622,250000.0,4336.0
260000.0,0.44227907,4.961160651925538E-10,260000.0,73.85346153846154,44.87582803672813,46.2987100188797,37.95768992078269,260000.0,4336.0
270000.0,0.454230798,5.095226328323285E-10,270000.0,73.85481481481482,44.8661588865078,46.278243266896496,37.90834726009324,270000.0,4336.0
280000.0,0.466210627,5.229607221028871E-10,280000.0,73.83464285714287,44.81514903046266,46.20490641681782,37.8363242968054,280000.0,4336.0
290000.0,0.478162542,5.363674995054801E-10,290000.0,73.86413793103448,44.87067068634568,46.301754187094396,37.898712812067274,290000.0,4336.0
300000.0,0.489799113,5.494205472494164E-10,300000.0,73.831,44.80277329945904,46.244650621383826,37.829533485907966,300000.0,4336.0
310000.0,0.501864039,5.629540920630097E-10,310000.0,73.82354838709676,44.79325496326071,46.22679018726889,37.83934918494912,310000.0,4336.0
320000.0,0.513669191,5.761962415484918E-10,320000.0,73.84468749999999,44.84463833457484,46.287822878228766,37.905630981526805,320000.0,4336.0
330000.0,0.525912761,5.899301760353975E-10,330000.0,73.81666666666666,44.798691280028216,46.24181074977135,37.89130169135776,330000.0,4336.0
340000.0,0.538528782,6.0408189860483E-10,340000.0,73.81029411764706,44.769777548490566,46.22042108060443,37.835101926836074,340000.0,4336.0
350000.0,0.551098762,6.18181975773639E-10,350000.0,73.80885714285714,44.77009527641463,46.22793690644486,37.8430973691348,350000.0,4336.0
360000.0,0.563419181,6.320021138050489E-10,360000.0,73.80055555555556,44.74982738999213,46.20083849071672,37.81777426160338,360000.0,4336.0
370000.0,0.575650216,6.457219874527718E-10,370000.0,73.79594594594595,44.74698383168787,46.21260873424464,37.82783784130405,370000.0,4336.0
380000.0,0.587763063,6.593092865124344E-10,380000.0,73.80894736842106,44.76893847675009,46.2622903022024,37.84480874316939,380000.0,4336.0
390000.0,0.599858839,6.728774365824129E-10,390000.0,73.81923076923077,44.799281321155604,46.289077911215614,37.882133927104825,390000.0,4336.0
400000.0,0.611991209,6.864866351046495E-10,400000.0,73.817,44.78734849910332,46.28356892271711,37.859261896285744,400000.0,4336.0
410000.0,0.624081186,7.000482802838086E-10,410000.0,73.80634146341464,44.76158907020895,46.262159241023184,37.82838750014473,410000.0,4336.0
420000.0,0.636163759,7.136016202014353E-10,420000.0,73.80095238095238,44.74839933172623,46.23709501683205,37.81801331389368,420000.0,4336.0
430000.0,0.648240314,7.271482095701827E-10,430000.0,73.7806976744186,44.70730176771891,46.20295747026068,37.78289157823287,430000.0,4336.0
440000.0,0.66103669,7.415022410866287E-10,440000.0,73.77659090909091,44.699823175007964,46.21440957655088,37.76772182280066,440000.0,4336.0
450000.0,0.67589343,7.581674370914698E-10,450000.0,73.78333333333333,44.72017407669481,46.2089813560945,37.79691133127,450000.0,4336.0
460000.0,0.691059236,7.751793205572499E-10,460000.0,73.78434782608696,44.720127914902605,46.21255034544895,37.78915003817504,460000.0,4336.0
470000.0,0.7056476,7.915434721443389E-10,470000.0,73.78404255319148,44.72528367743454,46.218278321446334,37.80255725556906,470000.0,4336.0
480000.0,0.720007406,8.076512442115281E-10,480000.0,73.76458333333333,44.68686018376902,46.178700561591256,37.77178209993674,480000.0,4336.0
490000.0,0.735238013,8.247358166633382E-10,490000.0,73.75020408163266,44.65985197574713,46.14637414168481,37.73436025037154,490000.0,4336.0
500000.0,0.749897313,8.411795390273135E-10,500000.0,73.7318,44.62672551094487,46.08089856274299,37.70850229311024,500000.0,4336.0
510000.0,0.761957034,8.547072452555101E-10,510000.0,73.74058823529411,44.643910182621234,46.09225938896268,37.72876911059032,510000.0,4336.0
520000.0,0.773887072,8.680894826518166E-10,520000.0,73.75057692307692,44.66466781241274,46.08910304514397,37.75247285446528,520000.0,4336.0
530000.0,0.786249526,8.819567724482881E-10,530000.0,73.75641509433962,44.6727849962682,46.064509624482326,37.750179018976006,530000.0,4336.0
540000.0,0.798210193,8.953733671994673E-10,540000.0,73.75722222222223,44.67811980404101,46.08530567677282,37.7597898842255,540000.0,4336.0
550000.0,0.810137735,9.087528047669265E-10,550000.0,73.75654545454545,44.682804589004675,46.07455615996174,37.76774627483443,550000.0,4336.0
560000.0,0.822061641,9.221281637375554E-10,560000.0,73.75160714285714,44.674540083295895,46.08051002890556,37.76261971902548,560000.0,4336.0
570000.0,0.834398261,9.359664748567674E-10,570000.0,73.74052631578948,44.65884568296635,46.0590946602904,37.7566805559021,570000.0,4336.0
580000.0,0.847591381,9.5076554455277E-10,580000.0,73.75362068965518,44.68764437130285,46.10275347592258,37.79030089537113,580000.0,4336.0
590000.0,0.860049318,9.647399401416382E-10,590000.0,73.74440677966102,44.66815783507962,46.07281360746936,37.76570742152818,590000.0,4336.0
600000.0,0.872031392,9.781805476877425E-10,600000.0,73.745,44.67062399440698,46.07999178518254,37.767892767833516,600000.0,4336.0
610000.0,0.883952169,9.915523967767757E-10,610000.0,73.75229508196722,44.68782859053061,46.08839414387113,37.78303664758707,610000.0,4336.0
620000.0,0.89588443,1.0049371277706493E-9,620000.0,73.75258064516129,44.68669439111076,46.09618512274054,37.78044565433497,620000.0,4336.0
630000.0,0.907881172,1.0183941887981364E-9,630000.0,73.7384126984127,44.65884598658765,46.08355601903149,37.750721453215604,630000.0,4336.0
640000.0,0.91986098,1.0318322545124427E-9,640000.0,73.7375,44.6573052447928,46.079296284771125,37.75252852577041,640000.0,4336.0
650000.0,0.931902287,1.0453393052725332E-9,650000.0,73.73353846153846,44.6542736697416,46.08792305311886,37.758788510683274,650000.0,4336.0
660000.0,0.944192154,1.0591251723219955E-9,660000.0,73.73727272727272,44.655600739465605,46.094231068263106,37.747050478567715,660000.0,4336.0
670000.0,0.956267079,1.0726699332768721E-9,670000.0,73.73910447761193,44.6553214574521,46.092215682609904,37.73978152943548,670000.0,4336.0
680000.0,0.968171384,1.0860233052902755E-9,680000.0,73.74485294117648,44.67136882708269,46.10833572301796,37.76123825626189,680000.0,4336.0
690000.0,0.980985487,1.100397221648859E-9,690000.0,73.74797101449275,44.68064419195785,46.10866984609617,37.77601440015388,690000.0,4336.0
700000.0,0.992931546,1.1137974302222336E-9,700000.0,73.741,44.666243517811424,46.10600942931533,37.75465283233549,700000.0,4336.0
710000.0,1.004852542,1.1271695249693265E-9,710000.0,73.73859154929578,44.661897556307096,46.10163612187085,37.75276172543992,710000.0,4336.0
720000.0,1.016768533,1.1405360054762831E-9,720000.0,73.73972222222223,44.66530499377393,46.116951698076655,37.75792370593735,720000.0,4336.0
730000.0,1.028675849,1.1538927550075786E-9,730000.0,73.73616438356164,44.659087198633976,46.11001959114379,37.75028815402847,730000.0,4336.0
740000.0,1.04061014,1.1672797631058433E-9,740000.0,73.73445945945946,44.65885145373608,46.117337872415916,37.75380141680437,740000.0,4336.0
750000.0,1.05253806,1.1806596246858443E-9,750000.0,73.73386666666667,44.65851773006751,46.105864457600596,37.75994439354208,750000.0,4336.0
760000.0,1.064469567,1.1940435098980869E-9,760000.0,73.73868421052632,44.667450652756195,46.116818077509755,37.76493076018797,760000.0,4336.0
770000.0,1.076364984,1.2073869120081271E-9,770000.0,73.73779220779221,44.66354236910192,46.10267249122451,37.75502037700538,770000.0,4336.0
780000.0,1.088297907,1.220772385584812E-9,780000.0,73.73679487179487,44.6596059409721,46.101244507590714,37.74524700962754,780000.0,4336.0
790000.0,1.100209537,1.23413397424337E-9,790000.0,73.74481012658228,44.67261577444972,46.10751682386262,37.75328915778356,790000.0,4336.0
800000.0,1.11212077,1.2474951175765865E-9,800000.0,73.739375,44.66484198208942,46.08933744941504,37.75111706351558,800000.0,4336.0
810000.0,1.124037103,1.260861981713938E-9,810000.0,73.74197530864197,44.66809390538085,46.09807216152584,37.74440931975178,810000.0,4336.0
820000.0,1.135948268,1.274223048769766E-9,820000.0,73.7441463414634,44.672545359096766,46.10705596107056,37.74851670656812,820000.0,4336.0
830000.0,1.147879378,1.287606488656667E-9,830000.0,73.74385542168675,44.669571886438035,46.113274730165784,37.742543709290366,830000.0,4336.0
840000.0,1.159792327,1.300969556872216E-9,840000.0,73.73535714285714,44.65261139855006,46.10525235795475,37.72549573071766,840000.0,4336.0
850000.0,1.171655945,1.3142772892076113E-9,850000.0,73.74035294117647,44.66227801403287,46.1139008256482,37.7355069431659,850000.0,4336.0
860000.0,1.183287557,1.327324774310821E-9,860000.0,73.73755813953488,44.652473689435084,46.10261305333493,37.71231898246843,860000.0,4336.0
870000.0,1.195367134,1.3408747535364498E-9,870000.0,73.73609195402298,44.64935131385348,46.08591012588039,37.70929769752087,870000.0,4336.0
880000.0,1.20895247,1.356113782235318E-9,880000.0,73.74409090909091,44.66731633068059,46.09938343174009,37.72837895746808,880000.0,4336.0
890000.0,1.220933392,1.3695530975527235E-9,890000.0,73.74134831460674,44.65916406525224,46.096343024529745,37.71268656716416,890000.0,4336.0
900000.0,1.23313508,1.3832400518986917E-9,900000.0,73.73477777777778,44.645795727577436,46.0887076542737,37.70075743599746,900000.0,4336.0
910000.0,1.245002946,1.3965525493274135E-9,910000.0,73.73813186813187,44.651782835520144,46.10082794115326,37.701084703876624,910000.0,4336.0
920000.0,1.257226771,1.4102643353285063E-9,920000.0,73.74054347826086,44.654419244445506,46.110176712811565,37.6975745619125,920000.0,4336.0
930000.0,1.269153538,1.4236429035580822E-9,930000.0,73.74247311827958,44.65666478748055,46.10857072236298,37.690892528622726,930000.0,4336.0
940000.0,1.281444456,1.4374299495418868E-9,940000.0,73.73542553191488,44.644270176995704,46.09971967758555,37.682494648842926,940000.0,4336.0
950000.0,1.293385684,1.4508247390555012E-9,950000.0,73.73126315789473,44.63192706808428,46.08327986017037,37.66333359145306,950000.0,4336.0
960000.0,1.306440699,1.4654688927407068E-9,960000.0,73.72604166666666,44.61819267657295,46.0765869384893,37.646933765781085,960000.0,4336.0
970000.0,1.318454544,1.4789451386531196E-9,970000.0,73.72432989690722,44.61573596279085,46.07838366742476,37.6479452792062,970000.0,4336.0
980000.0,1.330729988,1.4927148270441428E-9,980000.0,73.72397959183672,44.61687553775213,46.07868798907773,37.6522345489499,980000.0,4336.0
990000.0,1.343039078,1.5065222570382887E-9,990000.0,73.73040404040404,44.63013692385858,46.103375313191016,37.6695059461895,990000.0,4336.0
1000000.0,1.35514673,1.5201037287298177E-9,1000000.0,73.732,44.63458842083177,46.115486156553914,37.6738005979215,1000000.0,4336.0
