learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.266644716,8.84173156435291E-9,10000.0,81.13,60.95554021641432,61.48193508879364,55.23131672597865,10000.0,128176.0,38.0,30.0,30.0,3.0,0.0,0.0,1.0
20000.0,0.372598747,1.4339377381224186E-8,20000.0,84.24000000000001,67.4773638789674,67.5085042779095,62.87834177364269,20000.0,200568.0,63.0,47.0,47.0,3.0,0.0,0.0,1.0
30000.0,0.431642015,1.7636355353852527E-8,30000.0,85.79666666666667,70.66556951964913,70.65629088905723,66.32419189125109,30000.0,215848.0,69.0,50.0,50.0,4.0,0.0,0.0,1.0
40000.0,0.503766882,2.2836027836507807E-8,40000.0,86.4925,72.1603103007795,72.21822295351707,68.03526001301546,40000.0,278672.0,95.0,66.0,66.0,4.0,0.0,0.0,1.0
50000.0,0.57268213,2.8343156679047065E-8,50000.0,87.15,73.51515444313068,73.57706859680869,69.54976303317537,50000.0,308896.0,109.0,73.0,73.0,4.0,0.0,0.0,1.0
60000.0,0.623756876,3.260474278995353E-8,60000.0,87.675,74.61329839811938,74.64600404566806,70.79614564410394,60000.0,322528.0,115.0,76.0,76.0,5.0,0.0,0.0,1.0
70000.0,0.679774162,3.77381708974743E-8,70000.0,88.05857142857143,75.41760111053274,75.44864452080947,71.71618055085607,70000.0,354232.0,130.0,85.0,85.0,5.0,0.0,0.0,1.0
80000.0,0.72494842,4.2198904276599895E-8,80000.0,88.39625,76.1273913068753,76.14728403309522,72.56066920871389,80000.0,381696.0,139.0,91.0,91.0,5.0,0.0,0.0,1.0
90000.0,0.778176245,4.796118552494587E-8,90000.0,88.64555555555556,76.66661366288207,76.65775828593618,73.24378812871468,90000.0,418464.0,157.0,100.0,100.0,5.0,0.0,0.0,1.0
100000.0,0.836762171,5.5023378241209106E-8,100000.0,88.999,77.40276496653841,77.39164388910581,74.10310734463276,100000.0,465960.0,179.0,111.0,111.0,5.0,0.0,0.0,1.0
110000.0,0.887238638,6.152432137338859E-8,110000.0,89.28545454545454,77.9883634902765,77.9960047047402,74.74338369227472,110000.0,497840.0,191.0,117.0,117.0,6.0,0.0,0.0,1.0
120000.0,0.934034853,6.766091297101436E-8,120000.0,89.55416666666667,78.53395665646626,78.5458777619936,75.3408219070289,120000.0,506896.0,197.0,120.0,120.0,6.0,0.0,0.0,1.0
