learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.294120253,8.484849926843825E-9,10000.0,80.08999999999999,58.81715420454307,59.557180580946564,53.18598636256758,10000.0,111512.0,33.0,26.0,26.0,3.0,0.0,0.0,1.0
20000.0,0.423571371,1.5083005736004562E-8,20000.0,83.36,65.58721081779264,66.0892602404728,60.507891301768126,20000.0,197024.0,61.0,46.0,46.0,3.0,0.0,0.0,1.0
30000.0,0.499691575,1.9215248714699928E-8,30000.0,85.06333333333333,69.17402088201311,69.46091460505691,64.59666587659004,30000.0,209840.0,73.0,52.0,52.0,4.0,0.0,0.0,1.0
40000.0,0.584776463,2.5609683720467405E-8,40000.0,85.9175,70.9553936823913,71.18227861052847,66.52403874725145,40000.0,290504.0,98.0,69.0,69.0,5.0,0.0,0.0,1.0
50000.0,0.663998953,3.207099254647684E-8,50000.0,86.67200000000001,72.5305606787095,72.82994251233336,68.39009581633623,50000.0,315264.0,108.0,74.0,74.0,5.0,0.0,0.0,1.0
60000.0,0.734784199,3.8289227558446846E-8,60000.0,87.26,73.75329574000745,74.04149828505452,69.79969183359015,60000.0,339568.0,117.0,80.0,80.0,5.0,0.0,0.0,1.0
70000.0,0.804877458,4.475740405309325E-8,70000.0,87.66285714285715,74.60017331646442,74.83609662286197,70.81347798168238,70000.0,356704.0,134.0,90.0,90.0,5.0,0.0,0.0,1.0
80000.0,0.864071059,5.09235697872854E-8,80000.0,88.08875,75.47682664989789,75.68140057166191,71.77763298187419,80000.0,402664.0,144.0,95.0,95.0,5.0,0.0,0.0,1.0
90000.0,0.927869282,5.822654551252309E-8,90000.0,88.46000000000001,76.24183424568717,76.40028176054899,72.65330840727772,90000.0,442480.0,162.0,104.0,104.0,5.0,0.0,0.0,1.0
100000.0,0.993910615,6.664313371300077E-8,100000.0,88.82,76.98096198601513,77.06760748276993,73.48323134576158,100000.0,492632.0,186.0,119.0,119.0,6.0,0.0,0.0,1.0
