learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.271254961,1.2429754128681704E-8,10000.0,81.93,62.84946380694847,63.00163800163801,57.631887456037525,10000.0,177128.0,55.0,43.0,43.0,3.0,0.0,0.0,1.0
20000.0,0.359856891,1.696121979434664E-8,20000.0,85.19,69.49658919449112,69.80324192068508,65.18570756934649,20000.0,197696.0,61.0,46.0,46.0,3.0,0.0,0.0,1.0
30000.0,0.428414799,2.0883992869276553E-8,30000.0,86.32,71.82291680898817,72.13660126281485,67.75106082036774,30000.0,221176.0,73.0,52.0,52.0,4.0,0.0,0.0,1.0
40000.0,0.49210434,2.5259104687739165E-8,40000.0,87.1175,73.45779213086429,73.63385182153091,69.52510497368266,40000.0,265536.0,89.0,63.0,63.0,4.0,0.0,0.0,1.0
50000.0,0.562479348,3.073476076699173E-8,50000.0,87.652,74.56945049952024,74.65309138681336,70.75735328944252,50000.0,300760.0,102.0,71.0,71.0,5.0,0.0,0.0,1.0
60000.0,0.628268256,3.635042421586191E-8,60000.0,88.035,75.34797054402405,75.39247274970865,71.57507127019322,60000.0,329952.0,121.0,82.0,82.0,5.0,0.0,0.0,1.0
70000.0,0.686748664,4.203381608589035E-8,70000.0,88.36571428571428,76.05269018436097,76.07450277622726,72.43340215956403,70000.0,375664.0,134.0,90.0,90.0,5.0,0.0,0.0,1.0
80000.0,0.732917494,4.668706761332643E-8,80000.0,88.69624999999999,76.73509018228215,76.74544192146475,73.19877893364156,80000.0,389592.0,140.0,93.0,93.0,5.0,0.0,0.0,1.0
90000.0,0.799335697,5.444913026019724E-8,90000.0,88.95222222222222,77.27203168893669,77.28145135493305,73.84797475013151,90000.0,451744.0,168.0,107.0,107.0,6.0,0.0,0.0,1.0
100000.0,0.849357622,6.075995110065159E-8,100000.0,89.23,77.84500535249859,77.86410161548896,74.51309842156329,100000.0,487672.0,181.0,115.0,115.0,6.0,0.0,0.0,1.0
110000.0,0.91210178,6.971466813641291E-8,110000.0,89.49636363636364,78.38939558176973,78.41342201629176,75.1259418729817,110000.0,551672.0,214.0,136.0,136.0,6.0,0.0,0.0,1.0
120000.0,0.968114514,7.836250310892448E-8,120000.0,89.74416666666667,78.89722255504019,78.92203877509077,75.70043635358462,120000.0,596792.0,224.0,141.0,141.0,6.0,0.0,0.0,1.0
130000.0,1.016320337,8.598520434138056E-8,130000.0,89.95538461538462,79.33282316506622,79.34220309756213,76.19672609282146,130000.0,611240.0,230.0,144.0,144.0,6.0,0.0,0.0,1.0
140000.0,1.067272129,9.434381357209758E-8,140000.0,90.18571428571428,79.80651962999417,79.79174020472996,76.73473534491517,140000.0,634128.0,240.0,149.0,149.0,6.0,0.0,0.0,1.0
150000.0,1.116237078,1.0263327330932229E-7,150000.0,90.35666666666667,80.15335742336234,80.14304148477609,77.11379026643883,150000.0,654400.0,251.0,156.0,156.0,6.0,0.0,0.0,1.0
160000.0,1.175998237,1.1345359627969563E-7,160000.0,90.525625,80.50478097146016,80.49034749034749,77.52057536887372,160000.0,699880.0,272.0,168.0,168.0,6.0,0.0,0.0,1.0
170000.0,1.227263954,1.2323398389895138E-7,170000.0,90.71352941176471,80.8903166000783,80.87675945441771,77.94742135553444,170000.0,737448.0,281.0,174.0,174.0,6.0,0.0,0.0,1.0
180000.0,1.27525635,1.327550127607108E-7,180000.0,90.83777777777777,81.14670727862476,81.13237767277968,78.24016044121332,180000.0,766856.0,294.0,182.0,182.0,6.0,0.0,0.0,1.0
190000.0,1.310327748,1.3993937371115097E-7,190000.0,90.97105263157896,81.42176357174118,81.40238283663803,78.54981494448336,190000.0,791840.0,303.0,188.0,188.0,6.0,0.0,0.0,1.0
