learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.266021207,1.1116887570553356E-8,10000.0,81.65,62.08332048780976,62.4897792313982,56.945096198967626,10000.0,161536.0,48.0,38.0,38.0,3.0,0.0,0.0,1.0
20000.0,0.361515509,1.5767845057592625E-8,20000.0,84.50999999999999,68.01414068202772,68.33282224266584,63.4065674462556,20000.0,188264.0,57.0,44.0,44.0,3.0,0.0,0.0,1.0
30000.0,0.428424701,1.940656962265157E-8,30000.0,85.85000000000001,70.88368329842805,71.06931097934984,66.67713321296806,30000.0,210216.0,71.0,51.0,51.0,4.0,0.0,0.0,1.0
40000.0,0.501057961,2.4502793201584783E-8,40000.0,86.8125,72.81427337745083,73.03583294995656,68.65715983363043,40000.0,271216.0,91.0,64.0,64.0,4.0,0.0,0.0,1.0
50000.0,0.554110273,2.8407407218296496E-8,50000.0,87.432,74.11017678769373,74.33635546843094,70.1202986068185,50000.0,284496.0,97.0,67.0,67.0,4.0,0.0,0.0,1.0
60000.0,0.612589445,3.3114823520386386E-8,60000.0,87.92,75.16184146694174,75.29062830259434,71.42068530420724,60000.0,311160.0,112.0,76.0,76.0,4.0,0.0,0.0,1.0
70000.0,0.667279133,3.803898441737311E-8,70000.0,88.24142857142857,75.82675607295558,75.93204479663149,72.14834365377457,70000.0,348040.0,124.0,82.0,82.0,5.0,0.0,0.0,1.0
80000.0,0.71479604,4.2562780837725026E-8,80000.0,88.5525,76.46910824035487,76.51794871794873,72.84909576045064,80000.0,368008.0,135.0,89.0,89.0,5.0,0.0,0.0,1.0
90000.0,0.778311425,4.9661835523053183E-8,90000.0,88.7911111111111,76.97403172779089,77.0330570986249,73.46031411959694,90000.0,432040.0,161.0,102.0,102.0,5.0,0.0,0.0,1.0
100000.0,0.848828917,5.802643583147477E-8,100000.0,89.09,77.60473354300001,77.62785547307551,74.22266326434175,100000.0,458512.0,173.0,108.0,108.0,5.0,0.0,0.0,1.0
110000.0,0.920308689,6.699661916214974E-8,110000.0,89.32909090909091,78.1075625102592,78.1382701333532,74.84031379945986,110000.0,485088.0,185.0,114.0,114.0,5.0,0.0,0.0,1.0
120000.0,0.971959326,7.366856132904069E-8,120000.0,89.58583333333333,78.61487229006052,78.63322390917796,75.3642044670491,120000.0,499320.0,191.0,117.0,117.0,5.0,0.0,0.0,1.0
130000.0,1.034889765,8.207146285144614E-8,130000.0,89.7476923076923,78.94442747586817,78.98090176473372,75.73329934635763,130000.0,516144.0,199.0,121.0,121.0,5.0,0.0,0.0,1.0
