learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.064679578,7.25527837789721E-11,10000.0,73.56,44.61756691398149,46.02980200040825,37.271648873072365,10000.0,4336.0
20000.0,0.095066249,1.0663831183893813E-10,20000.0,73.665,44.76622259143084,45.70662818266158,37.96961488635026,20000.0,4336.0
30000.0,0.117460914,1.3175899657110373E-10,30000.0,73.74666666666667,44.78096888011239,45.761311204462515,37.75389235754367,30000.0,4336.0
40000.0,0.138670744,1.5555062072144614E-10,40000.0,73.5,44.26905656584816,45.495680789798435,37.289238596698816,40000.0,4336.0
50000.0,0.159908173,1.7937320339596933E-10,50000.0,73.492,44.204979471945215,45.49267971705873,37.18483412322276,50000.0,4336.0
60000.0,0.181716756,2.038364645342032E-10,60000.0,73.40666666666667,44.04755551007793,45.294339493262925,36.98759971566227,60000.0,4336.0
70000.0,0.199641734,2.2394338380131457E-10,70000.0,73.40714285714286,44.06890033635098,45.325579346197905,37.01360221966571,70000.0,4336.0
80000.0,0.21274232,2.386386556757821E-10,80000.0,73.43499999999999,44.13650201571591,45.39287733182588,37.18187461204219,80000.0,4336.0
90000.0,0.225669451,2.531393585147129E-10,90000.0,73.40333333333334,44.13203128272648,45.32310011649422,37.326211609457225,90000.0,4336.0
100000.0,0.240504918,2.697806920359532E-10,100000.0,73.392,44.11875238915015,45.31741301711914,37.36346516007533,100000.0,4336.0
110000.0,0.25564444,2.8676309204763837E-10,110000.0,73.41272727272727,44.15238875855042,45.39887608983813,37.3277617057752,110000.0,4336.0
120000.0,0.269729305,3.0256245556390946E-10,120000.0,73.4925,44.29204124952191,45.55770448593972,37.42450770168986,120000.0,4336.0
130000.0,0.283855823,3.1840854234579535E-10,130000.0,73.52153846153846,44.35233779420831,45.678349929774164,37.49069315561044,130000.0,4336.0
140000.0,0.297381857,3.335810504315628E-10,140000.0,73.47928571428571,44.26664597026701,45.60012893395064,37.39208147848374,140000.0,4336.0
150000.0,0.309887924,3.476094347072972E-10,150000.0,73.52266666666667,44.37275997786442,45.675635010737395,37.52595482287801,150000.0,4336.0
